0 0.000000 0.314229
1 0.000000 0.313385
2 0.000000 0.311969
3 0.000000 0.314125
4 0.000000 0.311219
5 0.000000 0.311188
6 0.000000 0.313167
7 0.000000 0.312125
8 0.000000 0.312885
9 0.000000 0.311323
10 0.000000 0.313865
11 0.000000 0.312688
12 0.000000 0.311635
13 0.000000 0.314292
14 0.000000 0.314510
15 0.000000 0.309969
16 0.000000 0.311333
17 0.000000 0.312031
18 0.000000 0.313000
19 0.000000 0.313510
20 0.000000 0.312292
21 0.000000 0.313531
22 0.000000 0.312729
23 0.000000 0.313229
24 0.000000 0.312854
25 0.000000 0.312167
26 0.000000 0.310521
27 0.000000 0.314344
28 0.000000 0.312500
29 0.000000 0.311531
0 0.025000 0.313229
1 0.025000 0.314406
2 0.025000 0.314760
3 0.025000 0.312563
4 0.025000 0.314906
5 0.025000 0.315594
6 0.025000 0.318917
7 0.025000 0.319792
8 0.025000 0.322833
9 0.025000 0.322198
10 0.025000 0.325594
11 0.025000 0.325427
12 0.025000 0.328552
13 0.025000 0.335250
14 0.025000 0.341385
15 0.025000 0.342948
16 0.025000 0.336187
17 0.025000 0.329781
18 0.025000 0.325542
19 0.025000 0.325115
20 0.025000 0.321969
21 0.025000 0.321458
22 0.025000 0.320042
23 0.025000 0.317594
24 0.025000 0.317469
25 0.025000 0.315792
26 0.025000 0.313219
27 0.025000 0.312635
28 0.025000 0.316583
29 0.025000 0.312323
0 0.050000 0.313063
1 0.050000 0.317781
2 0.050000 0.316521
3 0.050000 0.321479
4 0.050000 0.324313
5 0.050000 0.325490
6 0.050000 0.332927
7 0.050000 0.333021
8 0.050000 0.344531
9 0.050000 0.351885
10 0.050000 0.359896
11 0.050000 0.367510
12 0.050000 0.385021
13 0.050000 0.400198
14 0.050000 0.419125
15 0.050000 0.437563
16 0.050000 0.415990
17 0.050000 0.395708
18 0.050000 0.379417
19 0.050000 0.366802
20 0.050000 0.353281
21 0.050000 0.343854
22 0.050000 0.335594
23 0.050000 0.332031
24 0.050000 0.325500
25 0.050000 0.324292
26 0.050000 0.320688
27 0.050000 0.321562
28 0.050000 0.318219
29 0.050000 0.314510
0 0.075000 0.317802
1 0.075000 0.323271
2 0.075000 0.323010
3 0.075000 0.325604
4 0.075000 0.333313
5 0.075000 0.341646
6 0.075000 0.355583
7 0.075000 0.364438
8 0.075000 0.372958
9 0.075000 0.397000
10 0.075000 0.416375
11 0.075000 0.459010
12 0.075000 0.600573
13 0.075000 0.860688
14 0.075000 0.962583
15 0.075000 0.984531
16 0.075000 0.967781
17 0.075000 0.864313
18 0.075000 0.611052
19 0.075000 0.451437
20 0.075000 0.416104
21 0.075000 0.387896
22 0.075000 0.372073
23 0.075000 0.356958
24 0.075000 0.342115
25 0.075000 0.339917
26 0.075000 0.327521
27 0.075000 0.324594
28 0.075000 0.322323
29 0.075000 0.321240
0 0.100000 0.323479
1 0.100000 0.328365
2 0.100000 0.336406
3 0.100000 0.340448
4 0.100000 0.349302
5 0.100000 0.363281
6 0.100000 0.380250
7 0.100000 0.400875
8 0.100000 0.428594
9 0.100000 0.501010
10 0.100000 0.745542
11 0.100000 0.939385
12 0.100000 0.984208
13 0.100000 0.994021
14 0.100000 0.997042
15 0.100000 0.998729
16 0.100000 0.998271
17 0.100000 0.995052
18 0.100000 0.982313
19 0.100000 0.944406
20 0.100000 0.777302
21 0.100000 0.517583
22 0.100000 0.422875
23 0.100000 0.395427
24 0.100000 0.370094
25 0.100000 0.353510
26 0.100000 0.347615
27 0.100000 0.335365
28 0.100000 0.333583
29 0.100000 0.326500
0 0.125000 0.328292
1 0.125000 0.336615
2 0.125000 0.343833
3 0.125000 0.356583
4 0.125000 0.372646
5 0.125000 0.391479
6 0.125000 0.419948
7 0.125000 0.480740
8 0.125000 0.691490
9 0.125000 0.921604
10 0.125000 0.984896
11 0.125000 0.996000
12 0.125000 0.997260
13 0.125000 0.999260
14 0.125000 0.999927
