0 0.150000 0.336448
1 0.150000 0.346500
2 0.150000 0.356677
3 0.150000 0.374188
4 0.150000 0.397073
5 0.150000 0.434010
6 0.150000 0.540510
7 0.150000 0.816438
8 0.150000 0.964125
9 0.150000 0.990740
10 0.150000 0.996531
11 0.150000 0.998792
12 0.150000 0.999427
13 0.150000 0.999917
14 0.150000 1.000000
15 0.150000 1.000000
16 0.150000 0.999969
17 0.150000 0.999792
18 0.150000 0.999542
19 0.150000 0.999208
20 0.150000 0.996740
21 0.150000 0.991365
22 0.150000 0.964063
23 0.150000 0.814323
24 0.150000 0.542771
25 0.150000 0.423115
26 0.150000 0.392531
27 0.150000 0.369771
28 0.150000 0.351052
29 0.150000 0.341156
