0 0.000000 0.311740
1 0.000000 0.314451
2 0.000000 0.313225
3 0.000000 0.320149
4 0.000000 0.319185
5 0.000000 0.321443
6 0.000000 0.320621
7 0.000000 0.324299
8 0.000000 0.323833
9 0.000000 0.323487
10 0.000000 0.328891
11 0.000000 0.328862
12 0.000000 0.330220
13 0.000000 0.331569
14 0.000000 0.329636
15 0.000000 0.332199
16 0.000000 0.331078
17 0.000000 0.329232
18 0.000000 0.329019
19 0.000000 0.331078
20 0.000000 0.326528
21 0.000000 0.325126
22 0.000000 0.324950
23 0.000000 0.324357
24 0.000000 0.322066
25 0.000000 0.320935
26 0.000000 0.321056
27 0.000000 0.318987
28 0.000000 0.316468
29 0.000000 0.314256
0 0.025000 0.311312
1 0.025000 0.316322
2 0.025000 0.316767
3 0.025000 0.322470
4 0.025000 0.320685
5 0.025000 0.320276
6 0.025000 0.327204
7 0.025000 0.328448
8 0.025000 0.330117
9 0.025000 0.336847
10 0.025000 0.341052
11 0.025000 0.345415
12 0.025000 0.349428
13 0.025000 0.355492
14 0.025000 0.362775
15 0.025000 0.368801
16 0.025000 0.363978
17 0.025000 0.354111
18 0.025000 0.349701
19 0.025000 0.346136
20 0.025000 0.337750
21 0.025000 0.335444
22 0.025000 0.330742
23 0.025000 0.327649
24 0.025000 0.325980
25 0.025000 0.324264
26 0.025000 0.321106
27 0.025000 0.320342
28 0.025000 0.319059
29 0.025000 0.313130
0 0.050000 0.314135
1 0.050000 0.317648
2 0.050000 0.321679
3 0.050000 0.324439
4 0.050000 0.331778
5 0.050000 0.335168
6 0.050000 0.340954
7 0.050000 0.347582
8 0.050000 0.354492
9 0.050000 0.363027
10 0.050000 0.374935
11 0.050000 0.392525
12 0.050000 0.408871
13 0.050000 0.435344
14 0.050000 0.466310
15 0.050000 0.498997
16 0.050000 0.458531
17 0.050000 0.429733
18 0.050000 0.411174
19 0.050000 0.388901
20 0.050000 0.374813
21 0.050000 0.362572
22 0.050000 0.352692
23 0.050000 0.344763
24 0.050000 0.337285
25 0.050000 0.331771
26 0.050000 0.330306
27 0.050000 0.324735
28 0.050000 0.321679
29 0.050000 0.317081
0 0.075000 0.317708
1 0.075000 0.322052
2 0.075000 0.328154
3 0.075000 0.333573
4 0.075000 0.340718
5 0.075000 0.346324
6 0.075000 0.360873
7 0.075000 0.373637
8 0.075000 0.388275
9 0.075000 0.412206
10 0.075000 0.437565
11 0.075000 0.491969
